date	username	to	replies	retweets	favorites	text	geo	mentions	hashtags	id	permalink	
10.9.2020 21.33	JoeBiden	MarkCavitt	2264	9365	26094	Donald Trump is holding a rally in Michigan today—while also refusing to fully fund their National Guard. These are frontline workers against COVID-19, responsible for testing and distributing food and medical supplies. Michiganders need a pandemic response—not a pep rally.				1,30E+18	https://twitter.com/JoeBiden/status/1304171037240619008	
10.9.2020 20.45	JoeBiden		14350	21423	114697	Do your part. Wear a mask.				1,30E+18	https://twitter.com/JoeBiden/status/1304158957687263235	
10.9.2020 20.00	JoeBiden		2922	5982	20574	Make no mistake: Climate change is already here — and we’re witnessing its devastating effects every single day. We have to get President Trump out of the White House and treat this crisis like the existential threat that it is.				1,30E+18	https://twitter.com/JoeBiden/status/1304147637201854464	
10.9.2020 18.50	JoeBiden		1476	5984	22144	To everyone struggling right now, I want you to know that you are not alone. You’re seen, you’re heard, and you’re loved. If you need help, please don’t hesitate to visit http://SuicidePreventionLifeline.org. Better days lie ahead, I promise. #WorldSuicidePreventionDay			#WorldSuicidePreventionDay #WorldSuicidePreventionDay	1,30E+18	https://twitter.com/JoeBiden/status/1304130016955990017	
10.9.2020 17.50	JoeBiden	nytimes	2206	7125	35937	The images coming out of California, Oregon, Washington, and other Western states are truly horrifying. If you’re in an impacted area, please heed the warnings from your local authorities and stay safe. Jill and I are keeping you all in our prayers.				1,30E+18	https://twitter.com/JoeBiden/status/1304114917352456192	
10.9.2020 16.38	JoeBiden		3929	16804	45370	How many more people have to suffer because of President Trump's lies?				1,30E+18	https://twitter.com/JoeBiden/status/1304096798060019713	
10.9.2020 15.54	JoeBiden		17440	68566	303899	Donald Trump said he didn't want to tell the truth and create a panic. So he did nothing and created a disaster.				1,30E+18	https://twitter.com/JoeBiden/status/1304085725009248256	
10.9.2020 13.38	JoeBiden		965	2667	18448	I got to meet Lou Brock back in March. I joked that I had really just come to St. Louis to see him—and let me tell you, our meeting was a real highlight. Lou was a true legend and a man of integrity. Jill and I are keeping his loved ones in our prayers during this difficult time.				1,30E+18	https://twitter.com/JoeBiden/status/1304051499358662656	
10.9.2020 1.28	JoeBiden		7466	24983	67429	Donald Trump knew that COVID-19 was dangerous. He knew it was deadly. And he purposely downplayed it. Now, nearly 200,000 Americans are dead. It’s unconscionable.				1,30E+18	https://twitter.com/JoeBiden/status/1303867788759568384	
9.9.2020 23.35	JoeBiden		50077	50777	374360	You deserve a president who tells you the truth.				1,30E+18	https://twitter.com/JoeBiden/status/1303839351671980032	
9.9.2020 22.45	JoeBiden		10471	22170	92895	If Donald Trump had acted just two weeks earlier, 54,000 lives could have been spared in March and April alone. Instead, he downplayed the threat and refused to take action — costing lives and sending our economy into a tailspin. It’s an unjustifiable dereliction of duty.				1,30E+18	https://twitter.com/JoeBiden/status/1303826768525131776	
9.9.2020 21.27	JoeBiden		1099	3246	18628	Roberto Clemente was an incredible baseball player. He was a barrier breaker and a humanitarian. As he rose to fame, he lifted the Black and Latino communities with him. I may be a Phillies fan, but I’m always proud to honor the legacy of #21.				1,30E+18	https://twitter.com/JoeBiden/status/1303807139203493888	
9.9.2020 20.18	JoeBiden		20575	25103	140243	I promise you that if I’m elected, I’ll always tell you the truth. I’ll listen to the experts and do everything I can to contain this virus. And I’ll always put your health and safety first — no matter the political cost.				1,30E+18	https://twitter.com/JoeBiden/status/1303789774851907584	
9.9.2020 18.07	JoeBiden	washingtonpost	9211	38219	132790	Donald Trump knew. He lied to us for months. And while a deadly disease ripped through our nation, he failed to do his job — on purpose. It was a life or death betrayal of the American people.				1,30E+18	https://twitter.com/JoeBiden/status/1303756807895220226	
9.9.2020 17.41	JoeBiden		3402	3131	12917	I’m in Warren, Michigan, to discuss how a Biden-Harris administration will ensure the future is made in America — by America’s workers. Tune in now:				1,30E+18	https://twitter.com/JoeBiden/status/1303750335345733632	
9.9.2020 16.20	JoeBiden		3170	5685	22399	The right to vote is the most sacred American right there is — exercise it. Make your voice heard this November.				1,30E+18	https://twitter.com/JoeBiden/status/1303729880211759104	
9.9.2020 14.20	JoeBiden		3852	10061	31907	President Obama and I rescued the auto industry and helped Michigan's economy come roaring back. Donald Trump squandered it — and hardworking Michiganders are paying the price every day.				1,30E+18	https://twitter.com/JoeBiden/status/1303699681420087296	
9.9.2020 0.48	JoeBiden		1221	2753	11992	Given his track record, no one can take Trump’s word alone on a COVID-19 vaccine. But with satisfactory answers to these questions, every American can have confidence in a safe and effective COVID-19 vaccine.				1,30E+18	https://twitter.com/JoeBiden/status/1303495445717512192	
9.9.2020 0.48	JoeBiden		1374	2486	12437	3: What is the plan to allocate and distribute vaccines to Americans cost-free, safely, equitably, and without politics? President Trump should release a detailed distribution plan to ensure every American — not just the wealthy and well-connected — receives the vaccine.				1,30E+18	https://twitter.com/JoeBiden/status/1303495444018929665	
9.9.2020 0.48	JoeBiden		546	1828	8802	2: Who will validate that the Administration’s decision to greenlight a COVID-19 vaccine is driven by science and not political motivation? We must hear uncensored statements on efficacy and safety from @FDACBER, the @US_FDA vaccine advisory committee, and Dr. Fauci.		@FDACBER @US_FDA		1,30E+18	https://twitter.com/JoeBiden/status/1303495442924212224	
9.9.2020 0.48	JoeBiden		507	2480	12361	1: What criteria will be used to ensure a vaccine meets the scientific standard of safety and efficacy? The FDA must clarify what criteria it will use, and President Trump must commit to respecting the independent judgment of the non-political professional staff at the FDA.				1,30E+18	https://twitter.com/JoeBiden/status/1303495441875640321	
9.9.2020 0.48	JoeBiden		2695	10329	48333	A safe and effective COVID-19 vaccine could save countless lives. We need one as soon as possible. But while I see a vaccine as a product of science, President Trump sees it as a political tool. Politics should play no role in this. The Administration must answer the following:				1,30E+18	https://twitter.com/JoeBiden/status/1303495440701313025	
9.9.2020 0.15	JoeBiden		26483	29245	208547	Donald Trump is incapable of providing the leadership this moment requires.				1,30E+18	https://twitter.com/JoeBiden/status/1303487030052007936	
8.9.2020 22.28	JoeBiden		1590	3276	12268	Every single American worker deserves the chance to join a union. As president, I’ll strengthen our labor unions and ensure workers can bargain for the pay, benefits, and workplace protections they deserve.				1,30E+18	https://twitter.com/JoeBiden/status/1303460102649843717	
8.9.2020 20.50	JoeBiden	KamalaHarris	4238	7940	41674	I can tell you few people know me as well as @BarackObama and @KamalaHarris do.		@BarackObama @KamalaHarris		1,30E+18	https://twitter.com/JoeBiden/status/1303435439978803202	
8.9.2020 20.00	JoeBiden	bpolitics	2350	8459	34513	Just months ago, Donald Trump was planning to allow oil and gas drilling off the coast of Florida. Now, with 56 days until the election, he conveniently says that he changed his mind. Unbelievable. You don't have to guess where I stand: I oppose new offshore drilling.				1,30E+18	https://twitter.com/JoeBiden/status/1303423093176774657	
8.9.2020 19.21	JoeBiden		2081	4288	16248	On this feast day of Cuba’s patron saint la Virgen de la Caridad del Cobre, Jill and I pray that the love and compassion “Cachita” inspires will fill the hearts of Cubans and believers around the world.				1,30E+18	https://twitter.com/JoeBiden/status/1303413042470776832	
8.9.2020 18.00	JoeBiden		1970	5762	21533	Unlike Donald Trump, I'll listen to the experts and heed their advice — especially when it comes to matters of health and safety. You should expect nothing less from your president.				1,30E+18	https://twitter.com/JoeBiden/status/1303392660699451392	
8.9.2020 16.30	JoeBiden		15503	23560	131374	This economy may be working great for Donald Trump and his wealthy friends — but it's not working for the rest of America. It's time we change that.				1,30E+18	https://twitter.com/JoeBiden/status/1303370008832155648	
8.9.2020 14.10	JoeBiden		6361	16170	84972	At our best, America has always been generous, kind, and optimistic. We treat each other with dignity, give hate no safe harbor, and leave no one behind. I believe we can be that nation once again.				1,30E+18	https://twitter.com/JoeBiden/status/1303334776959651840	
8.9.2020 0.10	JoeBiden		5416	17243	55388	Mr. President — If you’re so good at making deals, then why does your trade deal cost American workers so much pain while letting China off the hook for its biggest trade abuses?				1,30E+18	https://twitter.com/JoeBiden/status/1303123383840890880	
7.9.2020 22.30	JoeBiden		3038	4523	17275	As president, I’ll make record investments in American industry and create millions of good-paying, union jobs. We’re going to make sure the future is made in America — and built by union workers.				1,30E+18	https://twitter.com/JoeBiden/status/1303098219337981954	
7.9.2020 21.15	JoeBiden		8102	20026	103089	Wall Street didn't build this country — the middle class did. And unions built the middle class. Donald Trump doesn't understand that. We need a president who does.				1,30E+18	https://twitter.com/JoeBiden/status/1303079343766331393	
7.9.2020 19.45	JoeBiden		9439	27432	156487	It's not enough to just thank our essential workers — we need to pay them. As president, I’ll: - Raise the minimum wage to $15 - End the tipped minimum wage - End the sub-minimum wage for people with disabilities - Ensure everyone has strong benefits				1,30E+18	https://twitter.com/JoeBiden/status/1303056694360944640	
7.9.2020 18.24	JoeBiden		5093	12232	55017	For years, President Trump and Republicans have waged a war on America's labor unions. It will end on my watch. I'll sign the PRO Act — making it easier for workers to organize and collectively bargain — and be the strongest labor president workers have ever had.				1,30E+18	https://twitter.com/JoeBiden/status/1303036310177951747	
7.9.2020 16.45	JoeBiden		1639	4260	17048	Together, we can build a future that reflects working people’s courage and ambition. One that not only offers good jobs — but the dignity, equity, shared prosperity, and common purpose due to every American.				1,30E+18	https://twitter.com/JoeBiden/status/1303011396041486340	
7.9.2020 16.06	JoeBiden		5530	24335	133623	The 40-hour workweek Minimum wage Overtime pay Health care Workplace safety protections They’re all because of unions — and it’s time we recognize that.				1,30E+18	https://twitter.com/JoeBiden/status/1303001581437165570	
7.9.2020 14.00	JoeBiden		3131	15024	62672	Today, we honor the generations of union workers who fought for the rights, power, wages, and benefits that built and sustained the great American middle class. #LaborDay			#LaborDay	1,30E+18	https://twitter.com/JoeBiden/status/1302969877154668544	
7.9.2020 0.45	JoeBiden		28963	40755	299925	We need to restore honor and decency to the White House.				1,30E+18	https://twitter.com/JoeBiden/status/1302769803925487616	
7.9.2020 0.20	JoeBiden	JoseADelgadoEND	2858	8186	34443	Time and again, the president has refused to provide Puerto Rico with much-needed resources. He’s repeatedly insulted Puerto Ricans and this latest action is another example of his disrespect for the island. This ends when I’m elected president.				1,30E+18	https://twitter.com/JoeBiden/status/1302763609194467328	
6.9.2020 22.15	JoeBiden		13720	22311	102553	Donald Trump promised to be "the greatest jobs president God ever created." But in reality, he's on track to become the first president in modern history to leave office with fewer jobs than when he entered. American workers can't take four more years of his failed leadership.				1,30E+18	https://twitter.com/JoeBiden/status/1302732055214653441	
6.9.2020 20.30	JoeBiden		2181	6091	24050	We all want our schools to reopen — but we need to do it in a way that puts the health and safety of our students and educators first. Here's how @KamalaHarris and I will reopen our schools safely and effectively:		@KamalaHarris		1,30E+18	https://twitter.com/JoeBiden/status/1302705631938347009	
6.9.2020 18.30	JoeBiden		6845	30805	82282	We know what President Trump thinks of our nation's veterans. Here is what they think of him.				1,30E+18	https://twitter.com/JoeBiden/status/1302675432144351234	
6.9.2020 16.45	JoeBiden		16943	25128	185102	It’s time we reward work — not just wealth.				1,30E+18	https://twitter.com/JoeBiden/status/1302649007991214081	
6.9.2020 14.33	JoeBiden		10703	18908	91515	Be a patriot. Wear a mask.				1,30E+18	https://twitter.com/JoeBiden/status/1302615789313417217	
6.9.2020 0.00	JoeBiden		4801	6498	25012	The economy wasn’t working for folks long before this virus hit. That’s why @KamalaHarris and I won’t just build back to the way things were — we’re going to build back better. We’re going to make sure everyone has a fair shot to get ahead.		@KamalaHarris		1,30E+18	https://twitter.com/JoeBiden/status/1302396094886813698	
5.9.2020 22.22	JoeBiden		22874	25501	167628	As president, I will: - Call for nationwide mask mandates - Implement widespread testing - Accelerate the development of treatments and vaccines I’m ready to work on day one to contain the spread of this virus and get our country back on track.				1,30E+18	https://twitter.com/JoeBiden/status/1302371428994412544	
5.9.2020 20.32	JoeBiden	John_Hudson	2285	5835	22450	Nicaraguan asylum seekers fleeing oppression deserve to have their cases heard. Instead, they’re being deported back into the tyrannical grip of Daniel Ortega without a chance to pursue their claims. President Trump’s cruelty truly knows no bounds.				1,30E+18	https://twitter.com/JoeBiden/status/1302343746756005891	
5.9.2020 19.18	JoeBiden	KellyO	25207	39658	200953	Mr. President, enough with the weekend golf trips and erratic tweets. It's time for you to get to work and control the spread of this virus.				1,30E+18	https://twitter.com/JoeBiden/status/1302325123802824704	
5.9.2020 17.50	JoeBiden		5122	19272	51170	Our nation’s veterans speak for themselves.				1,30E+18	https://twitter.com/JoeBiden/status/1302302977953271808	
5.9.2020 0.00	JoeBiden		7889	8228	38535	Every day Donald Trump proves how morally unfit he is to lead our nation. In 60 days, we have to vote him out.				1,30E+18	https://twitter.com/JoeBiden/status/1302033703539937285	
4.9.2020 21.09	JoeBiden		1957	7944	41260	Now is not the time for a victory lap, Mr. President. Just because your wealthy friends and donors are doing well doesn't mean everyone else is. Get off the golf course. Call the leaders of Congress to the White House. And make a deal that delivers for working people.				1,30E+18	https://twitter.com/JoeBiden/status/1301990711013838849	
4.9.2020 21.09	JoeBiden		1587	6107	30087	The fact is we're more than six months into this pandemic, and: - 11.5 million Americans don't have their jobs back - Almost 30 million are on unemployment - We're down 720,000 manufacturing jobs - Nearly 1 in 6 small businesses have closed their doors				1,30E+18	https://twitter.com/JoeBiden/status/1301990709910794243	
4.9.2020 21.09	JoeBiden		4766	11824	63816	I'm grateful for everyone who found work in August and found that glimmer of hope — but there is real cause for concern in this morning's jobs report. The pace of job gains in August was slower than in July. And significantly slower than May or June.				1,30E+18	https://twitter.com/JoeBiden/status/1301990708920844291	
4.9.2020 16.54	JoeBiden		3930	3097	11173	Tune in as I discuss how our economic crisis has been worsened by President Trump's failure to get COVID-19 under control:				1,30E+18	https://twitter.com/JoeBiden/status/1301926526925983744	
4.9.2020 16.04	JoeBiden		37105	92179	265163	Mr. President, if you don’t respect our troops, you can’t lead them.				1,30E+18	https://twitter.com/JoeBiden/status/1301913914922299393	
4.9.2020 1.46	JoeBiden	JeffreyGoldberg	11754	35533	161294	Here’s my promise to you: If I have the honor of serving as the next commander in chief, I will ensure that our American heroes know that I will have their back and honor their sacrifice. Always.				1,30E+18	https://twitter.com/JoeBiden/status/1301697991481458688	
4.9.2020 1.00	JoeBiden	AP	2070	11389	37014	In 2016, President Trump promised to reduce the trade deficit and said: "You will see a drop like you've never seen before." The reality? It's the highest it's been in 12 years. American workers can't afford another four years of his failed leadership.				1,30E+18	https://twitter.com/JoeBiden/status/1301686419421888512	
4.9.2020 0.24	JoeBiden		2970	7670	43417	The President has a duty to set an example. https://twitter.com/ToluseO/status/1301667429437902849				1,30E+18	https://twitter.com/JoeBiden/status/1301677355526770689	
3.9.2020 23.40	JoeBiden		2393	3156	12319	Folks, today marks two months until Election Day. That means we have just two months to do everything we can to beat Donald Trump and restore the soul of this nation. Chip in to help us win in November: https://joe.link/2Z3aG6v				1,30E+18	https://twitter.com/JoeBiden/status/1301666282589347841	
3.9.2020 23.07	JoeBiden		3095	6493	20828	This is our moment to root out systemic racism and ensure justice finally rings out for all in America.				1,30E+18	https://twitter.com/JoeBiden/status/1301657977821241344	
3.9.2020 21.48	JoeBiden		4512	8919	47102	We need a president who will work to lower the temperature — not raise it. A president who will bring people together and find solutions to the challenges we face. That's what I went to Kenosha to do today, and it's what I'll do every day in the White House.				1,30E+18	https://twitter.com/JoeBiden/status/1301638096992206850	
3.9.2020 18.53	JoeBiden		2566	4432	15690	It’s time we come together as a nation to heal and address the challenges we face. Tune in to our community conversation in Kenosha, Wisconsin:				1,30E+18	https://twitter.com/JoeBiden/status/1301594146390466562	
3.9.2020 16.38	JoeBiden		9087	16476	80948	Right now, classrooms should be humming with excitement for a new year and students’ hopes for their futures. Instead, many are silent and empty because President Trump didn’t do his job. America’s families are paying the price for his failures.				1,30E+18	https://twitter.com/JoeBiden/status/1301560082933530625	
3.9.2020 15.02	JoeBiden		5806	13228	77511	I've always believed we're at our best when we act as one America. It's time for us to come together, propel our nation across this turbulent threshold, and build a better future for all.				1,30E+18	https://twitter.com/JoeBiden/status/1301535924111761408	
3.9.2020 0.55	JoeBiden		4370	10082	37193	Time and time again, President Trump has refused to stand up to Putin. His silence on the poisoning of Mr. Navalny is just the latest example. As president, I'll do what Trump won't: hold the Putin regime accountable for its crimes.				1,30E+18	https://twitter.com/JoeBiden/status/1301322769045557250	
3.9.2020 0.30	JoeBiden	cnnbrk	19789	56053	267695	I’ve released 21 years of my tax returns. What are you hiding, @realDonaldTrump?		@realDonaldTrump		1,30E+18	https://twitter.com/JoeBiden/status/1301316478889680897	
2.9.2020 23.35	JoeBiden		8232	16912	45743	They're rooting for chaos and violence because they think it helps them win a second term. Now ask yourself, is that really who you think should be running the country?				1,30E+18	https://twitter.com/JoeBiden/status/1301302636881342466	
2.9.2020 22.25	JoeBiden	nytclimate	5195	17710	79343	If we give Donald Trump another four years in the White House, our planet may never recover.				1,30E+18	https://twitter.com/JoeBiden/status/1301285020448034817	
2.9.2020 21.15	JoeBiden		2676	6856	21518	We’re just over two months from Election Day. But in many states, you don’t have to wait until November to make your voice heard. Head to http://IWillVote.com and make a plan to vote early today.				1,30E+18	https://twitter.com/JoeBiden/status/1301267404253786114	
2.9.2020 19.15	JoeBiden		14442	41395	285381	Donald Trump and Betsy DeVos are the worst possible people to lead our nation’s schools through this pandemic.				1,30E+18	https://twitter.com/JoeBiden/status/1301237205617135617	
2.9.2020 18.04	JoeBiden		2496	5141	20259	We all want students back in the classroom, but President Trump hasn't done the work to make sure schools can reopen safely and effectively. @KamalaHarris and I will be ready on day 1 with a roadmap for reopening.		@KamalaHarris		1,30E+18	https://twitter.com/JoeBiden/status/1301219337865433097	
2.9.2020 17.20	JoeBiden		2437	4088	13756	President Trump has failed to address COVID-19 — and now our students and educators are paying the price. Tune in as I discuss my plan to safely and effectively reopen schools:				1,30E+18	https://twitter.com/JoeBiden/status/1301208423036407808	
2.9.2020 16.04	JoeBiden		816	1441	6376	This campaign is powered by grassroots supporters like you — and every dollar counts to close the fundraising gap with the Trump campaign. $5, $10, $15, whatever you can, chip in today:				1,30E+18	https://twitter.com/JoeBiden/status/1301189337850277892	
2.9.2020 15.52	JoeBiden		4549	11778	60040	Last month we raised $364.5 million — 95% of the donations from grassroots supporters like you and the majority online. Working people are powering our campaign — and I’m grateful. We’ve got a long way to go to close the fundraising gap and win — but we can do it. Together.				1,30E+18	https://twitter.com/JoeBiden/status/1301186118621290498	
2.9.2020 14.20	JoeBiden		5420	11116	38802	Donald Trump is determined to instill fear and divide us, but what he doesn't understand is that fear never builds the future — hope does.				1,30E+18	https://twitter.com/JoeBiden/status/1301162966255980545	
1.9.2020 23.34	JoeBiden		4866	7337	23619	For far too long, discriminatory policies like redlining have kept Black Americans from having the same opportunities as white Americans. That’s got to change: http://JoeBiden.com/Housing				1,30E+18	https://twitter.com/JoeBiden/status/1300939997059493888	
1.9.2020 22.14	JoeBiden	thomaskaplan	4995	13823	64758	If I’m elected president, I promise you that America will be better prepared to deal with any threats that come our way. That starts with restoring the PREDICT program that President Trump ended.				1,30E+18	https://twitter.com/JoeBiden/status/1300919864295436288	
1.9.2020 20.21	JoeBiden		4333	7122	35763	Together, we’re going to build back better than before and set our nation on a new path.				1,30E+18	https://twitter.com/JoeBiden/status/1300891426876612608	
1.9.2020 18.48	JoeBiden		1956	6931	48244	.@DrBiden and I send our best wishes to members of the Jain faith concluding the holy observance of Paryushan and Das Lakshan. May we all find peace and reconciliation in our lives. Michhami Dukkaddam and Kshamavani!		@DrBiden		1,30E+18	https://twitter.com/JoeBiden/status/1300868022740156417	
1.9.2020 17.08	JoeBiden		6367	10111	48949	We need a president who will lower the temperature and bring the country together — not one who raises it and tears us further apart.				1,30E+18	https://twitter.com/JoeBiden/status/1300842856974819328	
1.9.2020 15.03	JoeBiden		2233	4077	13371	Our nation is at an inflection point. @KamalaHarris and I sat down to discuss what brought us to this moment — and how we move forward and build back better than before. Tune in to watch:		@KamalaHarris		1,30E+18	https://twitter.com/JoeBiden/status/1300811647200579589	
1.9.2020 14.34	JoeBiden		3254	10040	49327	Across the country, people rely on public transportation to get to work, see loved ones, and access essential services. But that's all under threat because Republicans refuse to do their jobs. Congress must act now to save public transit.				1,30E+18	https://twitter.com/JoeBiden/status/1300804101677015042	
1.9.2020 1.40	JoeBiden		5900	14473	45772	Today’s press conference made it clear: we are all less safe because Donald Trump has failed at his job. We need a President who will stop violence — not incite it.				1,30E+18	https://twitter.com/JoeBiden/status/1300609317872295936	
1.9.2020 1.30	JoeBiden		629	2752	17618	President Shri Pranab Mukherjee was a devout public servant who believed deeply in the importance of our two nations tackling global challenges together. Jill and I are saddened to hear of his passing — our prayers go out to his loved ones and the Indian people.				1,30E+18	https://twitter.com/JoeBiden/status/1300606801356959744	
1.9.2020 1.20	JoeBiden		4936	11180	53131	I urge President Trump to join me in saying that while peaceful protest is an important right — violence is wrong. Period. If he can’t say that, then he is unfit to be President.				1,30E+18	https://twitter.com/JoeBiden/status/1300604392148733952	
1.9.2020 1.20	JoeBiden		10088	28704	135990	Tonight, President Trump declined to rebuke violence. He wouldn’t even repudiate one of his supporters who is charged with murder. He is too weak, too scared of the hatred he has stirred to put an end to it.				1,30E+18	https://twitter.com/JoeBiden/status/1300604391234379778	
1.9.2020 1.00	JoeBiden		2923	6451	25696	Fear never builds the future — hope does.				1,30E+18	https://twitter.com/JoeBiden/status/1300599253207785472	
1.9.2020 0.30	JoeBiden		3780	8229	29431	If Donald Trump wants to ask the question: Who will keep you safer as President? Let’s answer it.				1,30E+18	https://twitter.com/JoeBiden/status/1300591702219132928	
31.8.2020 23.59	JoeBiden		2351	6935	24658	Donald Trump looks at this violence and sees a political lifeline. He failed to protect America, so now he's trying to scare America.				1,30E+18	https://twitter.com/JoeBiden/status/1300583900503183360	
31.8.2020 23.30	JoeBiden		2142	1953	6911	Folks, we're just hours away from our first end-of-month fundraising deadline of the general election. We need your help to hit our goal and show Donald Trump we have what it takes to win in November. If you're able, please chip in today:				1,30E+18	https://twitter.com/JoeBiden/status/1300576603295158272	
31.8.2020 23.02	JoeBiden		5907	14906	59546	The truth is Donald Trump can't stop the violence, because for years he has fomented it.				1,30E+18	https://twitter.com/JoeBiden/status/1300569556382085120	
31.8.2020 22.23	JoeBiden		728	2287	12196	Anyone who met Amari will tell you that he was a charismatic young man—poised for greatness. He was ready and willing to take on the world. I can tell you that in 20 years, we all would have been saying, ‘Amari for President.’ #AmariForPresident			#AmariForPresident	1,30E+18	https://twitter.com/JoeBiden/status/1300559741220016128	
31.8.2020 18.26	JoeBiden		21734	40865	175602	More cops have died from COVID this year than have been killed on patrol. Nearly one in six small businesses in this country are closed. Do you really feel safer under Trump?				1,30E+18	https://twitter.com/JoeBiden/status/1300500098233839616	
31.8.2020 18.13	JoeBiden	CBSNews	9931	11842	56836	Mr. President, it’s high time you condemn violence of any form.				1,30E+18	https://twitter.com/JoeBiden/status/1300496925129666561	
31.8.2020 18.07	JoeBiden		14158	65258	338596	Donald Trump keeps telling us if he was president, you'd feel safe. Well, he is president — whether he knows it or not.				1,30E+18	https://twitter.com/JoeBiden/status/1300495317041729536	
31.8.2020 18.02	JoeBiden		10202	35376	161072	Trump and Pence are running on this: “You won’t be safe in Joe Biden’s America.” And what’s their proof? The violence you’re seeing in Donald Trump’s America.				1,30E+18	https://twitter.com/JoeBiden/status/1300494058746458116	
31.8.2020 17.57	JoeBiden		21015	54852	298153	The simple truth is Donald Trump failed to protect America. So now, he’s trying to scare America.				1,30E+18	https://twitter.com/JoeBiden/status/1300492800161583104	
31.8.2020 17.52	JoeBiden		3971	18170	90028	I want a safe America — safe from COVID, safe from crime and looting, safe from racially motivated violence, safe from bad cops. And let’s be crystal clear: Safe from four more years of Donald Trump.				1,30E+18	https://twitter.com/JoeBiden/status/1300491542000361473	
31.8.2020 17.46	JoeBiden		17016	26069	124068	Donald Trump may believe mouthing the words law and order makes him strong, but his failure to call on his own supporters to stop acting as an armed militia in this country shows you how weak he is.				1,30E+18	https://twitter.com/JoeBiden/status/1300490032042725377	
31.8.2020 17.38	JoeBiden		2528	4541	14931	Donald Trump can’t stop the violence we're seeing today – because for years he has fomented it. Tune in as I discuss the need for justice and safety in America:				1,30E+18	https://twitter.com/JoeBiden/status/1300488129418129409	
31.8.2020 16.32	JoeBiden		65023	27907	198551	Does anyone believe there will be less violence in America if Donald Trump is reelected?				1,30E+18	https://twitter.com/JoeBiden/status/1300471409735536642	
31.8.2020 15.52	JoeBiden		7100	18584	73374	We are facing so many crises under Donald Trump: COVID. Economic devastation. Unwarranted police violence. Emboldened white nationalists. A reckoning on race. Declining faith in a bright American future. The common thread? A president who makes things worse — not better.				1,30E+18	https://twitter.com/JoeBiden/status/1300461343045083136	
31.8.2020 15.00	JoeBiden		2580	6750	24487	We’re going to build back better and we will do it while creating a brighter future for you and your families. This week @KamalaHarris and I sit down to discuss how we are going to move forward—together. Join us on Tuesday.		@KamalaHarris		1,30E+18	https://twitter.com/JoeBiden/status/1300448261321502720	
31.8.2020 12.04	JoeBiden		2943	14658	82685	There’s a lot happening, but I hope we don’t overlook the brave fire fighters & emergency responders in the wake of Hurricane Laura. When the storm hit, they stayed behind—even while their homes were being destroyed—to help their community recover. True American heroes.				1,30E+18	https://twitter.com/JoeBiden/status/1300403965201444866	
30.8.2020 23.48	JoeBiden	AdyBarkan	4764	26807	101792	This video is doctored — and a flagrant attempt to spread misinformation at the expense of a man who uses assistive technology. It should be removed. Now.				1,30E+18	https://twitter.com/JoeBiden/status/1300218744539619336	
30.8.2020 23.14	JoeBiden		1970	4014	16756	I’m thrilled to announce our grassroots fundraiser with our friends. I hope you’ll join @DrBiden, @JVN, @Karamo, @TanFrance, @Antoni, and @BobbyBerk this Tuesday. Chip in to reserve your spot: https://joe.link/3gBYnUA		@DrBiden @jvn @Karamo @tanfrance @antoni @bobbyberk		1,30E+18	https://twitter.com/JoeBiden/status/1300210188146946050	
30.8.2020 20.13	JoeBiden		5402	15028	67074	Donald Trump has been president for almost four years. The temperature in the country is higher, tensions run stronger, divisions run deeper. And all of us are less safe because he can’t do the job of the American president.				1,30E+18	https://twitter.com/JoeBiden/status/1300164708528533505	
30.8.2020 20.13	JoeBiden		3123	10847	53237	We must not become a country at war with ourselves. A country that accepts the killing of fellow Americans who do not agree with you. A country that vows vengeance toward one another. But that is the America that President Trump wants us to be, the America he believes we are.				1,30E+18	https://twitter.com/JoeBiden/status/1300164707081498630	
30.8.2020 20.13	JoeBiden		30931	30741	123134	The deadly violence we saw overnight in Portland is unacceptable. Shooting in the streets of a great American city is unacceptable. I condemn violence of every kind by anyone, whether on the left or the right. And I challenge Donald Trump to do the same.				1,30E+18	https://twitter.com/JoeBiden/status/1300164706007740416	
30.8.2020 16.00	JoeBiden		6035	9983	42146	We run this campaign led by the values that guide my life - honesty, integrity, and compassion. @KamalaHarris and I are hard at work and want to let you into the conversation. Join us this Tuesday.		@KamalaHarris		1,30E+18	https://twitter.com/JoeBiden/status/1300100974711721984	
30.8.2020 12.00	JoeBiden		7403	10712	52806	No lies, fear-mongering, or malarkey. Just an honest conversation about the future of our nation. Tune in this Tuesday.				1,30E+18	https://twitter.com/JoeBiden/status/1300040570593783809	
29.8.2020 23.30	JoeBiden		6532	11886	41850	I believe we're so much better than what we saw this week at the RNC. This is our moment to choose love over hate, hope over fear, fact over fiction. We'll overcome this era of American darkness, together.				1,30E+18	https://twitter.com/JoeBiden/status/1299851827442221057	
29.8.2020 23.10	JoeBiden		3376	7795	29812	I don’t know a single person who believes any part of this pandemic has been a “good thing". Secretary DeVos and President Trump refuse to take this virus seriously—our children are paying the price.				1,30E+18	https://twitter.com/JoeBiden/status/1299846890725560323	
29.8.2020 19.30	JoeBiden		11687	15208	99958	I believe there's not a single thing the American people can't accomplish if we do it together. We're going to overcome these crises and emerge stronger than before.				1,30E+18	https://twitter.com/JoeBiden/status/1299791428621463552	
