date	id	username	text	opponent_mentioned
2020-10-08	1314265301006118913	JoeBiden	I’m running as a proud Democrat. But I will govern as an American president. 	False
2020-10-08	1314246678153760771	JoeBiden	We must seek not to build walls, but bridges.  We must seek not to clench our fists, but to open our arms.  We must seek not to tear each other apart, but to come together.	False
2020-10-08	1314229062324441089	JoeBiden	Last night @KamalaHarris showed America exactly why she’ll make an incredible Vice President. 	False
2020-10-08	1314034535890378752	JoeBiden	.@KamalaHarris, you made us all proud tonight.	False
2020-10-08	1314033841661767680	JoeBiden	.	False
2020-10-08	1314031047013732352	JoeBiden	Pitch in $5 to help this campaign fly.  	False
2020-10-08	1314029053486211073	JoeBiden	Donald Trump has made hate, division, and dog whistles central to his campaign from the very beginning – and last week he couldn't even condemn white supremacists. It’s a pattern.	True
2020-10-08	1314019962487529477	JoeBiden	Let me be clear: A Biden-Harris Administration won't increase taxes by a dime on anyone making less than $400,000 a year.	False
2020-10-08	1314014722405150722	JoeBiden	.@KamalaHarris is showing the American people why I chose her as my running mate. She’s smart, she’s experienced, she’s a proven fighter for the middle class. She’ll be an incredible Vice President.	False
2020-10-08	1314011006650273792	JoeBiden	We’re eight months into this pandemic and Donald Trump and Mike Pence still have no plan to deal with COVID-19. He’s still hoping it will just “disappear.”  @KamalaHarris and I have a comprehensive, science-backed plan to defeat this virus.  Take a look: 	True
2020-10-08	1314002569706917888	JoeBiden	.@KamalaHarris is about to take the debate stage –– but before she does, I need your help.  Will you chip in to make sure Kamala knows you’ve got her back as she takes on Vice President Pence? 	False
2020-10-08	1314000413893382144	JoeBiden	Before @KamalaHarris steps on stage, tune in for a pre-debate event with @MindyKaling, @PadmaLakshmi, @DJCassidy, and more. 	False
2020-10-07	1313990490036068352	JoeBiden	Go get 'em, @KamalaHarris. 	False
2020-10-07	1313978662295949314	JoeBiden	We can end this era of division.  We can end the hate and the fear.  We can be what we are at our best: one America. 	False
2020-10-07	1313966330861809671	JoeBiden	Taylor — Thanks for your support and for speaking out at this crucial moment in our nation’s history.  Election Day is right around the corner — are you ready for it?    	False
2020-10-07	1313937641805496320	JoeBiden	Folks, I know a thing or two about vice presidential debates.  In 2008, I squared off against Governor Palin. And in 2012, I called out Congressman Ryan's malarkey.  I know @KamalaHarris will do a great job. Join me and tune in at 9 PM ET to cheer her on.	False
2020-10-07	1313915747479945216	JoeBiden	These families fled persecution and violence to seek safety in the land of the free.  But instead of providing refuge, the Trump Administration ripped their children away from them.  The cruelty was the point — and it's reprehensible. 	True
2020-10-07	1313911972967059456	JoeBiden	Arizona — in-person early voting starts today. Head to  to find all the info you need to cast your ballot.	False
